sentence_id,words,labels
254,trajectory,I-E
254,due,O
254,to,O
254,oncoming,B-C-5
254,vehicle,I-C-5
254,cutting,O
254,into,O
254,lane,O
254,of,O
254,traffic,O
255,planning,O
255,discrepancy,O
255,;,O
255,during,O
255,double,O
255,parked,O
255,vehicle,O
255,avoidance,O
255,maneuver,O
255,",",O
255,system,O
255,planned,O
255,incorrect,O
255,trajectory,O
255,into,O
255,adjacent,O
255,lane,O
255,of,O
255,traffic,O
256,hardware,O
256,irregularity,O
256,",",O
256,camera,O
256,failed,O
256,to,O
256,display,O
256,on,O
256,onboard,O
256,system,O
257,the,O
257,av,O
257,was,O
257,breaking,O
257,incorrectly,O
257,.,O
257,as,O
257,a,O
257,result,O
257,the,O
257,safety,O
257,driver,O
257,disengaged,O
257,and,O
257,resumed,O
257,manual,O
257,control,O
257,.,O
258,comparing,O
258,map,O
258,files,O
258,and,O
258,an,O
258,offset,O
258,was,O
258,noticed,O
258,by,O
258,the,O
258,safety,O
258,driver,O
258,as,O
258,a,O
258,result,O
258,the,O
258,safety,O
258,driver,O
258,disengaged,O
258,and,O
258,resumed,O
258,manual,O
258,control,O
258,.,O
259,driver,B-E
259,precautionary,I-E
259,disengagement,I-E
259,due,O
259,to,O
259,aggressive,B-C-5
259,cut-in,I-C-5
259,by,O
259,other,O
259,vehicle,O
260,the,O
260,av,O
260,controller,O
260,unexpectedly,O
260,stopped,O
260,running,O
260,and,O
260,av,O
260,operation,O
260,was,O
260,disengaged,O
260,.,O
260,the,O
260,driver,O
260,safely,O
260,took,O
260,over,O
260,control,O
260,of,O
260,the,O
260,vehicle,O
260,shortly,O
260,after,O
260,the,O
260,disengagement,O
260,.,O
261,prediction,O
261,",",O
261,driver,O
261,precautionarily,O
261,intervened,B-E
261,for,O
261,a,B-C-5
261,cyclist,I-C-5
261,in,I-C-5
261,bike,I-C-5
261,lane,I-C-5
261,before,O
261,adv,O
261,enters,O
261,zigzag,O
261,(,O
261,single,O
261,lane,O
261,to,O
261,two,O
261,lanes,O
261,split,O
261,),O
262,prediction,O
262,discrepancy,O
262,;,O
262,incorrect,B-E
262,trajectory,I-E
262,estimation,I-E
262,for,O
262,a,B-C-5
262,vehicle,I-C-5
262,entering,I-C-5
262,intersection,I-C-5
263,motion,O
263,planning,O
263,unable,O
263,to,O
263,produce,O
263,valid,O
263,trajectory,O
264,disengage,B-E
264,for,O
264,a,B-C-0
264,perception,I-C-0
264,discrepancy,I-C-0
264,for,O
264,which,O
264,a,O
264,component,O
264,of,O
264,the,O
264,vehicles,O
264,perception,O
264,system,O
264,failed,O
264,to,O
264,detect,O
264,an,O
264,object,O
264,correctly,O
265,undesireable,O
265,motion,O
265,plan,O
265,violating,O
265,traffic,O
265,signal,O
266,prediction,O
266,discrepancy,O
266,;,O
266,incorrect,O
266,trajectory,O
266,estimation,O
266,of,O
266,approaching,O
266,motorcycle,O
267,prediction,O
267,discrepancy,O
267,;,O
267,incorrect,O
267,trajectory,O
267,estimation,O
267,of,O
267,a,O
267,vehicle,O
267,reversing,O
267,into,O
267,curbside,O
267,parking,O
268,prediction,O
268,discrepancy,O
268,;,O
268,incorrect,B-E
268,yield,I-E
268,estimation,I-E
268,for,O
268,a,B-C-5
268,vehicle,I-C-5
268,cutting,I-C-5
268,into,I-C-5
268,the,I-C-5
268,lane,I-C-5
268,of,O
268,traffic,O
268,in,O
268,intersection,O
269,prediction,O
269,discrepancy,O
269,;,O
269,incorrect,B-E
269,trajectory,I-E
269,estimation,I-E
269,for,O
269,vehicle,B-C-5
269,making,I-C-5
269,illegal,I-C-5
269,u-turn,I-C-5
269,in,O
269,an,O
269,intersection,O
270,the,O
270,car,O
270,was,O
270,performing,O
270,a,O
270,parking,O
270,maneuver,O
270,",",O
270,when,O
270,the,O
270,driver,O
270,had,O
270,to,O
270,take,O
270,control,O
270,",",O
270,because,O
270,the,O
270,back,O
270,wall,O
270,was,O
270,within,O
270,1.5,O
270,meter,O
270,from,O
270,the,O
270,car,O
270,rear,O
270,bumper,O
270,.,O
270,this,B-E
270,event,I-E
270,was,O
270,caused,O
270,by,O
270,the,B-C-0
270,error,I-C-0
270,in,I-C-0
270,object,I-C-0
270,detection,I-C-0
270,by,O
270,rear,O
270,ultrasonic,O
270,sensor,O
270,.,O
271,motion,O
271,plan,O
271,exceeded,O
271,speed,O
271,limit,O
272,motion,O
272,/,O
272,behaviour,O
272,planning,O
272,discrepancy,O
272,;,O
272,on,O
272,city,O
272,road,O
272,in,O
272,heavy,O
272,traffic,O
272,with,O
272,cloudy,O
272,sky,O
272,during,O
272,dusk,O
273,perception,O
273,discrepancy,O
273,;,O
273,on,O
273,city,O
273,road,O
273,in,O
273,moderate,O
273,traffic,O
273,with,O
273,cloudy,O
273,sky,O
273,during,O
273,night,O
274,planning,O
274,discrepancy,O
274,;,O
274,system,O
274,planned,O
274,incorrect,O
274,trajectory,O
274,of,O
274,proceeding,O
274,vehicle,O
275,planning,O
275,discrepancy,O
275,;,O
275,system,B-E
275,planned,I-E
275,incorrect,I-E
275,trajectory,I-E
275,due,O
275,to,O
275,proceeding,B-C-5
275,vehicle,I-C-5
275,exiting,I-C-5
275,parked,I-C-5
275,state,I-C-5
276,prediction,O
276,discrepancy,O
276,;,O
276,incorrect,O
276,trajectory,O
276,estimation,O
276,of,O
276,proceeding,O
276,vehicle,O
276,making,O
276,illegal,O
276,left,O
276,turn,O
276,in,O
276,an,O
276,intersection,O
277,precautionary,O
277,disengagement,B-E
277,to,O
277,avoid,O
277,a,B-C-5
277,reckless,I-C-5
277,driver,I-C-5
277,cutting,O
277,through,O
277,vehicle,O
277,s,O
277,lane,O
278,during,O
278,a,O
278,lane,O
278,change,O
278,",",O
278,the,O
278,test,O
278,vehicle,O
278,oscillates,O
278,from,O
278,left,O
278,to,O
278,right,O
278,in,O
278,the,O
278,lane,O
278,.,O
278,conditions,O
278,:,O
278,non-inclement,O
278,weather,O
278,",",O
278,dry,O
278,roads,O
278,",",O
278,no,O
278,other,O
278,factors,O
278,involved,O
279,disengage,B-E
279,for,O
279,a,B-CE-7
279,software,I-CE-7
279,fault,I-CE-7
279,due,O
279,to,O
279,a,B-C-7
279,potential,I-C-7
279,performance,I-C-7
279,issue,I-C-7
279,with,O
279,a,O
279,software,O
279,component,O
279,of,O
279,the,O
279,self-driving,O
279,system,O
279,(,O
279,including,O
279,third,O
279,party,O
279,software,O
279,components,O
279,),O
280,prediction,O
280,discrepancy,O
280,;,O
280,incorrect,B-E
280,trajectory,I-E
280,estimation,I-E
280,for,O
280,a,B-C-5
280,vehicle,I-C-5
280,in,O
280,intersection,O
280,yielding,O
280,for,O
280,pedestrians,O
281,while,O
281,the,O
281,testing,O
281,car,O
281,was,O
281,waiting,O
281,for,O
281,green,O
281,light,O
281,at,O
281,an,O
281,intersection,O
281,",",O
281,a,O
281,long,O
281,truck,O
281,blocked,O
281,both,O
281,traffic,O
281,lights,O
281,at,O
281,the,O
281,same,O
281,time,O
281,when,O
281,passing,O
281,through,O
281,.,O
281,the,O
281,testing,O
281,car,O
281,failed,O
281,to,O
281,detect,O
281,any,O
281,red,O
281,light,O
281,and,O
281,launched,O
281,forward.the,O
281,driver,O
281,took,O
281,over,O
281,.,O
282,driver,O
282,pressed,O
282,the,O
282,brake,O
282,pedal,O
282,because,O
282,the,O
282,vehicle,O
282,was,O
282,driving,O
282,faster,O
282,than,O
282,driver,O
282,expected,O
282,.,O
282,vehicle,O
282,not,O
282,in,O
282,an,O
282,active,O
282,construction,O
282,zone,O
282,.,O
282,no,O
282,emergency,O
282,vehicles,O
282,or,O
282,collisions,O
282,present,O
282,in,O
282,the,O
282,vicinity,O
282,.,O
282,weather,O
282,and,O
282,/,O
282,or,O
282,road,O
282,conditions,O
282,dry,O
282,in,O
282,the,O
282,area,O
282,.,O
283,invalid,O
283,control,O
283,unit,O
283,operation,O
283,.,O
283,vehicle,O
283,not,O
283,in,O
283,an,O
283,active,O
283,construction,O
283,zone,O
283,.,O
283,no,O
283,emergency,O
283,vehicles,O
283,or,O
283,collisions,O
283,present,O
283,in,O
283,the,O
283,vicinity,O
283,.,O
283,weather,O
283,and,O
283,/,O
283,or,O
283,road,O
283,conditions,O
283,dry,O
283,in,O
283,the,O
283,area,O
283,.,O
284,prediction,O
284,discrepancy,O
284,;,O
284,incorrect,O
284,trajectory,O
284,estimation,O
284,of,O
284,proceeding,O
284,vehicle,O
284,making,O
284,left,O
284,turn,O
284,in,O
284,an,O
284,intersection,O
285,planning,O
285,discrepancy,O
285,;,O
285,system,O
285,planned,O
285,incorrect,O
285,trajectory,O
285,through,O
285,left,O
285,turn,O
285,in,O
285,intersection,O
286,control,O
286,:,O
286,input,O
286,check,O
286,failure,O
286,",",O
286,chasis,O
286,error,O
287,planning,O
287,logic,O
287,:,O
287,incorrect,B-C-2
287,behavior,I-C-2
287,prediction,I-C-2
287,for,O
287,vehicle,O
287,at,O
287,roundabout,O
287,results,O
287,in,O
287,a,B-E
287,planned,I-E
287,trajectory,I-E
287,that,O
287,overlaps,O
287,with,O
287,the,O
287,vehicle,O
288,safety,O
288,driver,O
288,proactively,O
288,disengaged,O
288,upon,O
288,recognizing,O
288,that,O
288,a,O
288,planned,O
288,maneuver,O
288,or,O
288,action,O
288,did,O
288,not,O
288,conform,O
288,to,O
288,internal,O
288,guidelines,O
288,.,O
289,precautionary,B-E
289,takeover,I-E
289,to,O
289,address,O
289,planning,O
289,",",O
289,third,O
289,party,O
289,lane,O
289,obstruction,O
290,incorrect,B-C-2
290,prediction,I-C-2
290,of,O
290,vehicle,O
290,caused,O
290,undesirable,B-E
290,motion,I-E
290,plan,I-E
291,disengage,B-E
291,for,O
291,unwanted,B-CE-3
291,maneuver,I-CE-3
291,of,O
291,the,O
291,vehicle,O
291,caused,O
291,by,O
291,map,B-C-1
291,discrepancy,I-C-1
292,planning,O
292,",",O
292,driver,O
292,precautionarily,O
292,intervened,O
292,for,O
292,a,O
292,reckless,O
292,left,O
292,vehicle,O
292,makes,O
292,a,O
292,right,O
292,turn,O
292,from,O
292,a,O
292,go,O
292,straight,O
292,lane,O
293,planning,O
293,discrepancy,O
293,;,O
293,system,O
293,planned,O
293,incorrect,O
293,trajectory,O
293,based,O
293,on,O
293,position,O
293,of,O
293,proceeding,O
293,vehicle,O
294,sensor,B-C-0
294,data,I-C-0
294,mismatch,I-C-0
294,caused,O
294,software,B-E
294,kickout,I-E
295,av,O
295,takes,O
295,a,O
295,wide,O
295,left,O
295,turn,O
295,on,O
295,the,O
295,curve,O
295,of,O
295,a,O
295,narrow,O
295,street,O
295,.,O
295,driver,O
295,makes,O
295,a,O
295,preventive,O
295,intervention,O
295,to,O
295,avoid,O
295,any,O
295,close,O
295,encounters,O
295,.,O
295,cause,O
295,:,O
295,error,B-C-0
295,in,I-C-0
295,lidar-vehicle,I-C-0
295,calibation,I-C-0
295,results,O
295,in,O
295,a,B-CE-3
295,higher,I-CE-3
295,cross,I-CE-3
295,track,I-CE-3
295,error,I-CE-3
295,in,O
295,lateral,O
295,controller,O
295,causing,O
295,the,B-E
295,wide,I-E
295,turn,I-E
295,.,O
296,narrow,O
296,street,O
296,with,O
296,two,O
296,large,O
296,parked,O
296,vehicles,O
296,(,O
296,mail,O
296,van,O
296,and,O
296,pickup,O
296,truck,O
296,),O
296,on,O
296,either,O
296,side,O
296,.,O
296,gap,O
296,on,O
296,either,O
296,side,O
296,is,O
296,less,O
296,than,O
296,av,O
296,planner,O
296,s,O
296,safety,O
296,thresolds,O
296,",",O
296,resulting,O
296,in,O
296,planner,O
296,stopping,O
296,the,O
296,vehicle,O
296,.,O
296,driver,O
296,takes,O
296,over,O
296,.,O
297,narrow,O
297,path,O
297,in,O
297,front,O
297,of,O
297,the,O
297,av,O
297,with,O
297,parked,O
297,cars,O
297,on,O
297,both,O
297,sides,O
297,.,O
297,another,O
297,vehicle,O
297,coming,O
297,in,O
297,the,O
297,on,O
297,coming,O
297,lane,O
297,.,O
297,av,O
297,yeilds,O
297,to,O
297,the,O
297,on,O
297,coming,O
297,vehicle,O
297,and,O
297,starts,O
297,coming,O
297,to,O
297,a,O
297,stop,O
297,.,O
297,safety,O
297,driver,O
297,initiates,O
297,take,O
297,over,O
297,to,O
297,make,O
297,sure,O
297,the,O
297,encounter,O
297,is,O
297,safe,O
297,.,O
298,av,O
298,taking,O
298,a,O
298,left,O
298,turn,O
298,",",O
298,close,O
298,to,O
298,a,O
298,parked,O
298,car,O
298,on,O
298,a,O
298,narrow,O
298,street,O
298,",",O
298,resulting,O
298,in,O
298,an,B-E
298,initial,I-E
298,nudge,I-E
298,away,O
298,from,O
298,the,O
298,parked,O
298,vehicle,O
298,.,O
298,driver,O
298,makes,O
298,a,O
298,preventative,O
298,intervention,O
298,to,O
298,avoid,O
298,unsafe,O
298,situation,O
298,with,O
298,parked,O
298,car,O
298,.,O
299,safety,O
299,driver,O
299,performed,O
299,improper,O
299,robotic,O
299,mode,O
299,engagement,O
300,planning,O
300,discrepancy,O
300,;,O
300,system,O
300,planned,O
300,incorrect,O
300,trajectory,O
300,based,O
300,on,O
300,position,O
300,of,O
300,adjacent,O
300,vehicle,O
301,prediction,O
301,discrepancy,O
301,;,O
301,incorrect,O
301,trajectory,O
301,estimation,O
301,of,O
301,a,O
301,vehicle,O
301,driving,O
301,through,O
301,red-light,O
302,disengage,B-E
302,due,O
302,to,O
302,operating,B-C-3
302,outside,I-C-3
302,odd,I-C-3
302,(,O
302,road,O
302,condition,O
302,",",O
302,weather,O
302,",",O
302,traffic,O
302,),O
303,clear,O
303,weather,O
303,",",O
303,good,O
303,surface,O
303,conditions,O
303,.,O
303,disengagement,B-E
303,was,O
303,the,O
303,result,O
303,of,O
303,a,B-C-8
303,planned,I-C-8
303,test,I-C-8
303,of,O
303,the,O
303,autonomous,O
303,technology,O
303,.,O
303,driver,O
303,assumed,O
303,control,O
303,in,O
303,less,O
303,than,O
303,1,O
303,second,O
303,.,O
304,precautionary,O
304,takeover,O
304,to,O
304,address,O
304,prediction,O
304,",",O
304,other,O
304,road,O
304,user,O
304,behaving,O
304,poorly,O
305,the,O
305,planner,O
305,was,O
305,not,O
305,able,O
305,to,O
305,generate,O
305,a,O
305,valid,O
305,trajectory,O
305,.,O
305,the,O
305,system,O
305,asked,O
305,the,O
305,operator,O
305,to,O
305,take,O
305,control,O
305,of,O
305,the,O
305,vehicle,O
305,.,O
305,the,O
305,operator,O
305,disengaged,O
305,the,O
305,system,O
305,manually,O
305,to,O
305,remain,O
305,in,O
305,the,O
305,operational,O
305,design,O
305,domain,O
305,.,O
305,this,O
305,was,O
305,accomplished,O
305,by,O
305,pressing,O
305,the,O
305,brake,O
305,pedal,O
305,to,O
305,reduce,O
305,the,O
305,velocity,O
305,of,O
305,the,O
305,vehicle,O
305,.,O
306,planning,O
306,logic,O
306,:,O
306,planner,O
306,inadequately,O
306,yields,O
306,to,O
306,lead,O
306,vehicle,O
306,coming,O
306,to,O
306,a,O
306,stop,O
307,planning,O
307,",",O
307,driver,O
307,precautionarily,O
307,intervened,O
307,for,O
307,a,O
307,reckless,O
307,neighbor,O
307,vehicle,O
307,cuts,O
307,in,O
307,our,O
307,lane,O
308,planning,O
308,discrepancy,O
308,:,O
308,vehicle,O
308,merged,O
308,poorly,O
308,in,O
308,traffic,O
308,jam,O
309,disengagement,B-E
309,for,O
309,unwanted,B-C-3
309,maneuver,I-C-3
309,of,O
309,the,O
309,vehicle,O
309,in,O
309,merging,O
309,situation,O
309,with,O
309,consequtive,O
309,aggressive,O
309,cut-ins,O
309,in,O
309,front,O
309,of,O
309,the,O
309,vehicle,O
309,in,O
309,down,O
309,town,O
309,san,O
309,jose,O
309,.,O
310,precautionary,O
310,takeover,O
310,to,O
310,address,O
310,planning,O
310,",",O
310,av,O
310,attempted,O
310,unsuccesful,O
310,left,O
310,turn,O
311,clear,O
311,weather,O
311,",",O
311,good,O
311,surface,O
311,conditions,O
311,.,O
311,trajectory,O
311,message,O
311,timeout,O
311,:,O
311,took,O
311,too,O
311,long,O
311,to,O
311,plan,O
311,trajectory,O
311,.,O
311,driver,O
311,assumed,O
311,control,O
311,in,O
311,less,O
311,than,O
311,1,O
311,second,O
311,of,O
311,system,O
311,alert,O
311,.,O
311,clarification,O
311,:,O
311,the,O
311,autonomous,O
311,vehicle,O
311,has,O
311,a,O
311,safety,O
311,mechanism,O
311,to,O
311,alert,O
311,the,O
311,driver,O
311,if,O
311,the,O
311,trajectory,O
311,calculations,O
311,are,O
311,not,O
311,completed,O
311,within,O
311,a,O
311,margin,O
311,of,O
311,safety,O
311,and,O
311,this,O
311,system,O
311,notified,O
311,the,O
311,driver,O
311,to,O
311,be,O
311,prepared,O
311,to,O
311,take,O
311,over,O
311,.,O
311,the,O
311,driver,O
311,took,O
311,over,O
311,within,O
311,1,O
311,second,O
311,and,O
311,the,O
311,autonomous,O
311,feature,O
311,was,O
311,disengaged,O
311,.,O
311,the,O
311,root,O
311,cause,O
311,was,O
311,identified,O
311,and,O
311,rectified,O
311,on,O
311,the,O
311,1/14,O
311,to,O
311,be,O
311,retested,O
311,successfully,O
311,on,O
311,the,O
311,15th,O
311,jan,O
311,.,O
312,a,B-C-7
312,middleware,I-C-7
312,component,I-C-7
312,was,O
312,offline,O
312,",",O
312,leading,O
312,to,O
312,the,B-E
312,system,I-E
312,disengagement,I-E
312,.,O
312,the,O
312,system,O
312,asked,O
312,the,O
312,operator,O
312,to,O
312,take,O
312,control,O
312,of,O
312,the,O
312,vehicle,O
312,.,O
313,hardware,O
313,discrepancy,O
313,or,O
313,system,O
313,fault,O
313,;,O
313,on,O
313,city,O
313,road,O
313,in,O
313,moderate,O
313,traffic,O
313,with,O
313,clear,O
313,sky,O
313,during,O
313,night,O
314,planning,O
314,discrepancy,O
314,;,O
314,incorrect,O
314,system,O
314,estimation,O
314,of,O
314,free,O
314,space,O
315,incorrect,B-C-0
315,perception,I-C-0
315,lead,O
315,to,O
315,undesirable,B-E
315,motion,I-E
315,plan,I-E
316,disengage,B-E
316,for,O
316,a,B-C-0
316,late,I-C-0
316,detection,I-C-0
316,of,O
316,a,O
316,pedestrian,O
316,riding,O
316,a,O
316,scooter,O
316,.,O
317,av,O
317,(,O
317,autonomous,O
317,vehicle,O
317,),O
317,taking,O
317,a,O
317,left,O
317,turn,O
317,on,O
317,a,O
317,narrow,O
317,street,O
317,and,O
317,got,O
317,close,O
317,to,O
317,a,O
317,parked,O
317,car,O
317,on,O
317,the,O
317,street,O
317,.,O
317,safety,O
317,driver,O
317,makes,O
317,a,O
317,preventive,O
317,intervention,O
317,to,O
317,avoid,O
317,av,O
317,getting,O
317,too,O
317,close,O
317,to,O
317,the,O
317,parked,O
317,car,O
317,.,O
318,av,O
318,fails,O
318,to,O
318,make,O
318,a,O
318,right,O
318,turn,O
318,on,O
318,a,O
318,tight,O
318,corner,O
318,with,O
318,parked,O
318,vehicles,O
318,on,O
318,either,O
318,side,O
318,and,O
318,slows,O
318,down,O
318,.,O
318,safety,O
318,driver,O
318,takes,O
318,over,O
318,.,O
319,av,O
319,drives,O
319,close,O
319,to,O
319,a,O
319,parked,O
319,car,O
319,with,O
319,an,O
319,open,O
319,door,O
319,",",O
319,on,O
319,a,O
319,narrow,O
319,street,O
319,.,O
319,safety,O
319,drive,O
319,makes,O
319,a,O
319,preventive,O
319,intervention,O
319,to,O
319,avoid,O
319,any,O
319,close,O
319,encounters,O
319,.,O
320,av,O
320,takes,O
320,a,B-C-3
320,wide,I-C-3
320,turn,I-C-3
320,at,O
320,a,O
320,stop,O
320,sign,O
320,intersection,O
320,",",O
320,resulting,O
320,in,O
320,the,B-E
320,av,I-E
320,stepping,I-E
320,on,I-E
320,the,I-E
320,opposite,I-E
320,lane,I-E
320,boundary,I-E
320,.,O
320,driver,O
320,takes,O
320,over,O
320,.,O
320,cause,O
320,:,O
320,error,B-C-0
320,in,I-C-0
320,lidar-vehicle,I-C-0
320,calibration,I-C-0
320,resulted,O
320,in,O
320,a,B-CE-3
320,high,I-CE-3
320,cross,I-CE-3
320,track,I-CE-3
320,error,I-CE-3
320,in,O
320,lateral,O
320,controller,O
320,causing,O
320,the,B-E
320,wide,I-E
320,turn,I-E
320,.,O
321,av,O
321,gets,O
321,closer,O
321,to,O
321,a,O
321,parked,O
321,vehicle,O
321,on,O
321,a,O
321,narrow,O
321,street,O
321,.,O
321,driver,O
321,takes,O
321,over,O
321,to,O
321,avoid,O
321,any,O
321,unsafe,O
321,situation,O
321,.,O
322,parker,O
322,cars,O
322,on,O
322,both,O
322,sides,O
322,of,O
322,a,O
322,narrow,O
322,street,O
322,",",O
322,with,O
322,another,O
322,vehicle,O
322,approaching,O
322,from,O
322,oncoming,O
322,lane,O
322,.,O
322,av,O
322,yields,O
322,to,O
322,the,O
322,onccoming,O
322,vehicle,O
322,and,O
322,starts,O
322,coming,O
322,to,O
322,a,O
322,stop,O
322,.,O
322,driver,O
322,takes,O
322,over,O
322,to,O
322,ensure,O
322,encounter,O
322,is,O
322,safe,O
322,.,O
323,av,O
323,takes,O
323,a,B-C-3
323,wide,I-C-3
323,turn,I-C-3
323,at,O
323,an,O
323,intersection,O
323,of,O
323,a,O
323,narrow,O
323,street,O
323,",",O
323,resulting,O
323,in,O
323,av,B-E
323,getting,I-E
323,close,I-E
323,to,I-E
323,parked,I-E
323,vehicle,I-E
323,on,O
323,right,O
323,.,O
323,cause,O
323,:,O
323,error,B-C-0
323,in,I-C-0
323,lidar-vehicle,I-C-0
323,calibration,I-C-0
323,resulted,O
323,in,O
323,a,B-CE-3
323,high,I-CE-3
323,cross,I-CE-3
323,error,I-CE-3
323,in,O
323,lateral,O
323,controller,O
323,causing,O
323,the,B-E
323,wide,I-E
323,turn,I-E
323,.,O
324,av,O
324,maneuvering,O
324,around,O
324,a,O
324,parked,O
324,car,O
324,on,O
324,a,O
324,narrow,O
324,street,O
324,.,O
324,driver,O
324,takes,O
324,over,O
324,as,O
324,av,O
324,gets,O
324,closer,O
324,to,O
324,the,O
324,parked,O
324,car,O
324,.,O
325,av,O
325,takes,O
325,a,B-C-3
325,wide,I-C-3
325,turn,I-C-3
325,at,O
325,a,O
325,stop,O
325,sign,O
325,intersection,O
325,",",O
325,resulting,O
325,in,O
325,the,B-E
325,av,I-E
325,stepping,I-E
325,on,I-E
325,the,I-E
325,opposite,I-E
325,lane,I-E
325,boundary,I-E
325,.,O
325,driver,O
325,makes,O
325,a,O
325,preventive,O
325,intervention,O
325,.,O
325,error,B-C-0
325,in,I-C-0
325,lidar-vehicle,I-C-0
325,calibation,I-C-0
325,results,O
325,in,O
325,a,B-CE-3
325,higher,I-CE-3
325,cross,I-CE-3
325,track,I-CE-3
325,error,I-CE-3
325,in,O
325,lateral,O
325,controller,O
325,causing,O
325,the,B-E
325,wide,I-E
325,turn,I-E
325,.,O
326,av,O
326,takes,O
326,a,B-C-3
326,wide,I-C-3
326,left,I-C-3
326,turn,O
326,on,O
326,the,O
326,curve,O
326,of,O
326,a,O
326,narrow,O
326,street,O
326,",",O
326,resulting,O
326,in,O
326,av,B-E
326,driving,O
326,close,O
326,to,O
326,parked,O
326,vehicle,O
326,on,O
326,the,O
326,right,O
326,.,O
326,driver,O
326,makes,O
326,a,O
326,preventive,B-E
326,intervention,I-E
326,to,O
326,avoid,O
326,any,O
326,close,O
326,encounters,O
326,.,O
326,cause,O
326,:,O
326,error,B-C-0
326,in,I-C-0
326,lidar-vehicle,I-C-0
326,calibation,I-C-0
326,results,O
326,in,O
326,a,B-CE-3
326,higher,I-CE-3
326,cross,I-CE-3
326,track,I-CE-3
326,error,I-CE-3
326,in,O
326,lateral,O
326,controller,O
326,causing,O
326,the,B-E
326,wide,I-E
326,turn,I-E
326,.,O
327,planning,O
327,logic,O
327,:,O
327,following,O
327,conservative,O
327,yield,O
327,",",O
327,vehicle,O
327,behind,O
327,made,O
327,contact,O
327,.,O
327,no,O
327,reportable,O
327,damage,O
327,of,O
327,property,O
327,or,O
327,bodily,O
327,injury,O
328,the,O
328,car,O
328,was,O
328,performing,O
328,a,O
328,parking,O
328,maneuver,O
328,",",O
328,when,O
328,the,O
328,driver,O
328,had,O
328,to,O
328,take,O
328,control,O
328,",",O
328,because,O
328,the,O
328,side,O
328,wall,O
328,was,O
328,within,O
328,0.4,O
328,meters,O
328,from,O
328,the,O
328,car,O
328,.,O
328,this,B-E
328,event,I-E
328,was,O
328,caused,O
328,by,O
328,the,B-C-0
328,error,I-C-0
328,in,I-C-0
328,object,I-C-0
328,detection,I-C-0
328,by,O
328,ultrasonic,O
328,sensor,O
328,.,O
329,perception,O
329,discrepancy,O
329,;,O
329,on,O
329,city,O
329,road,O
329,in,O
329,heavy,O
329,traffic,O
329,with,O
329,cloudy,O
329,sky,O
329,during,O
329,night,O
330,precautionary,B-E
330,takeover,I-E
330,due,O
330,to,O
330,foggy,B-C-6
330,weather,I-C-6
330,condition,I-C-6
331,incorrect,B-C-1
331,map,I-C-1
331,encoding,I-C-1
331,lead,O
331,to,O
331,undesirable,B-E
331,motion,I-E
331,plan,I-E
332,disengage,B-E
332,for,O
332,incorrect,B-C-2
332,behavior,I-C-2
332,prediction,I-C-2
332,of,O
332,other,O
332,traffic,O
332,participants,O
333,planning,O
333,discrepancy,O
333,;,O
333,during,O
333,left,O
333,turn,O
333,maneuver,O
333,",",O
333,system,O
333,planned,O
333,faulty,O
333,trajectory,O
333,based,O
333,on,O
333,position,O
333,of,O
333,proceeding,O
333,vehicle,O
334,disengage,B-E
334,for,O
334,a,B-C-5
334,recklessly,I-C-5
334,behaving,I-C-5
334,road,I-C-5
334,user,I-C-5
335,the,O
335,vehicle,O
335,was,O
335,off,O
335,from,O
335,the,O
335,route,O
335,due,O
335,to,O
335,a,B-C-1
335,malfunction,I-C-1
335,of,I-C-1
335,its,I-C-1
335,localization,I-C-1
335,system,I-C-1
335,;,O
335,no,O
335,unusual,O
335,conditions,O
335,(,O
335,e.g.,O
335,",",O
335,weather,O
335,",",O
335,road,O
335,surface,O
335,or,O
335,traffic,O
335,conditions,O
335,",",O
335,construction,O
335,",",O
335,emergencies,O
335,",",O
335,accidents,O
335,or,O
335,collisions,O
335,),O
335,were,O
335,observed,O
335,.,O
336,motion,O
336,/,O
336,behaviour,O
336,planning,O
336,discrepancy,O
336,;,O
336,on,O
336,city,O
336,road,O
336,in,O
336,heavy,O
336,traffic,O
336,with,O
336,cloudy,O
336,sky,O
336,during,O
336,day,O
337,disengage,B-E
337,for,O
337,unwanted,B-CE-3
337,maneuver,I-CE-3
337,of,O
337,the,O
337,vehicle,O
337,caused,O
337,by,O
337,a,B-C-3
337,control,I-C-3
337,discrepancy,I-C-3
337,in,O
337,delivering,O
337,the,O
337,planned,O
337,trajectory,O
337,to,O
337,the,O
337,vehicles,O
337,controls,O
337,system,O
338,object,O
338,perception,O
338,:,O
338,late,O
338,perception,O
338,of,O
338,in-road,O
338,crosswalk,O
338,sign,O
339,perception,O
339,discrepancy,O
339,;,O
339,incorrect,O
339,system,O
339,detection,O
339,of,O
339,passenger,O
339,opening,O
339,door,O
340,poor,B-E
340,traffic,I-E
340,light,I-E
340,perception,I-E
340,accuracy,I-E
340,due,O
340,to,O
340,rainy,B-C-6
340,weather,I-C-6
340,conditions,I-C-6
341,motion,O
341,&,O
341,planning,O
341,issue,O
341,:,O
341,planning,O
341,node,O
341,crashed,O
341,on,O
341,urban,O
341,street,O
342,hardware,O
342,issue,O
342,:,O
342,wrong,O
342,gps,O
342,state,O
343,perception,O
343,issue,O
343,:,O
343,vehicle,O
343,too,O
343,slow,O
343,to,O
343,start,O
343,after,O
343,the,O
343,stop,O
343,at,O
343,traffic,O
343,light,O
344,precautionary,B-E
344,disengagement,I-E
344,in,O
